Path to each video;ID conserved of an individual;noise or worm ?;Comments
Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM4;34;noise;
Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM4;35;noise;
Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM4;36;noise;
Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM4;37;noise;
Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM4;38;noise;
Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM4;39;noise;
Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM4;40;noise;
Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM4;41;noise;
Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM4;42;noise;
Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM4;43;noise;
Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM4;44;noise;
Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM4;45;noise;
Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM4;46;noise;
Minipatches_light_20260116/20221121T205850_SmallPatches_C6-CAM2;1;worm1;2 worms
Minipatches_light_20260116/20221121T205850_SmallPatches_C6-CAM2;2;noise;
Minipatches_light_20260116/20221121T205850_SmallPatches_C6-CAM2;3;noise;
Minipatches_light_20260116/20221121T205850_SmallPatches_C6-CAM2;4;noise;
Minipatches_light_20260116/20221121T205850_SmallPatches_C6-CAM2;5;noise;
Minipatches_light_20260116/20221121T205850_SmallPatches_C6-CAM2;6;noise;
Minipatches_light_20260116/20221121T205850_SmallPatches_C6-CAM2;7;noise;
Minipatches_light_20260116/20221121T205850_SmallPatches_C6-CAM2;8;noise;
Minipatches_light_20260116/20221121T205850_SmallPatches_C6-CAM2;9;noise;
Minipatches_light_20260116/20221121T205850_SmallPatches_C6-CAM2;10;noise;
Minipatches_light_20260116/20221121T205850_SmallPatches_C6-CAM2;11;noise;
Minipatches_light_20260116/20221121T205850_SmallPatches_C6-CAM2;12;noise;
Minipatches_light_20260116/20221121T205850_SmallPatches_C6-CAM2;13;noise;
Minipatches_light_20260116/20221121T205850_SmallPatches_C6-CAM2;14;worm2;
Minipatches_light_20260116/20221121T205850_SmallPatches_C6-CAM2;15;noise;
Minipatches_light_20260116/20221121T205850_SmallPatches_C6-CAM2;16;noise;
Minipatches_light_20260116/20221121T205850_SmallPatches_C6-CAM2;17;noise;
Minipatches_light_20260116/20221121T205850_SmallPatches_C6-CAM2;18;noise;
Minipatches_light_20260116/20221121T205850_SmallPatches_C6-CAM2;19;noise;
Minipatches_light_20260116/20221121T205850_SmallPatches_C6-CAM2;20;noise;
Minipatches_light_20260116/20221121T205850_SmallPatches_C6-CAM2;21;noise;
Minipatches_light_20260116/20221121T205850_SmallPatches_C6-CAM2;22;noise;
Minipatches_light_20260116/20221121T205850_SmallPatches_C6-CAM2;23;noise;
Minipatches_light_20260116/20221121T205850_SmallPatches_C6-CAM2;24;noise;
Minipatches_light_20260116/20221121T205850_SmallPatches_C6-CAM2;25;noise;
Minipatches_light_20260116/20221121T205850_SmallPatches_C6-CAM2;26;noise;
Minipatches_light_20260116/20221121T205850_SmallPatches_C6-CAM2;27;noise;
Minipatches_light_20260116/20221121T205850_SmallPatches_C6-CAM2;28;noise;
Minipatches_light_20260116/20221121T205850_SmallPatches_C6-CAM2;29;noise;
Minipatches_light_20260116/20221121T205850_SmallPatches_C6-CAM2;30;noise;
Minipatches_light_20260116/20221121T205850_SmallPatches_C6-CAM2;31;noise;
Minipatches_light_20260116/20221121T205850_SmallPatches_C6-CAM2;32;noise;
Minipatches_light_20260116/20221121T205850_SmallPatches_C6-CAM2;33;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;1;noise;4 worms
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;2;worm;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;3;worm;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;4;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;5;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;6;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;7;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;8;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;9;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;10;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;11;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;12;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;13;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;14;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;15;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;16;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;17;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;18;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;19;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;20;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;21;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;22;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;23;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;24;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;25;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;26;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;27;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;28;worm;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;29;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;30;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;31;worm;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;32;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;33;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;34;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;35;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;36;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;37;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;38;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;39;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;40;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;41;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;42;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;43;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;44;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;45;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;46;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;47;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;48;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;49;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;50;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;51;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;52;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;53;noise;
Minipatches_light_20260116/20221122T102319_SmallPatches_C1-CAM5;54;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;1;worm;1 worm
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;2;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;3;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;4;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;5;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;6;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;7;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;8;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;9;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;10;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;11;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;12;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;13;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;14;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;15;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;16;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;17;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;18;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;19;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;20;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;21;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;22;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;23;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;24;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;25;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;26;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;27;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;28;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;29;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;30;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;31;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;32;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;33;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;34;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;35;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;36;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;37;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;38;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;39;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;40;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;41;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;42;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;43;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;44;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;45;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;46;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;47;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;48;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;49;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;50;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;51;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;52;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;53;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;54;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;55;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;56;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;57;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;58;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;59;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;60;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;61;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;62;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;63;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;64;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;65;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;66;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;67;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;68;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;69;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;70;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;71;noise;
Minipatches_light_20260116/20221115T111955_SmallPatches_C1-CAM5;72;noise;
Minipatches_light_20260116/20221014T191245_SmallPatches_C3-CAM4;NA;NA;no_traj_csv
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;1;worm;1 worm
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;2;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;3;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;4;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;5;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;6;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;7;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;8;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;9;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;10;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;11;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;12;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;13;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;14;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;15;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;16;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;17;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;18;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;19;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;20;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;21;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;22;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;23;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;24;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;25;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;26;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;27;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;28;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;29;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;30;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;31;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;32;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;33;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;34;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;35;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;36;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;37;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;38;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;39;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;40;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;41;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;42;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;43;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;44;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;45;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;46;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;47;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;48;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;49;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;50;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;51;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;52;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;53;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;54;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;55;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;56;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;57;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;58;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;59;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;60;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;61;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;62;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;63;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;64;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;65;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;66;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;67;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;68;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;69;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;70;noise;
Minipatches_light_20260116/20221110T193129_SmallPatches_C2-CAM4;71;noise;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;72;noise;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;1;worm;1 worm
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;2;noise;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;3;noise;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;4;noise;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;5;noise;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;6;noise;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;7;noise;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;8;noise;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;9;noise;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;10;noise;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;11;noise;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;12;noise;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;13;noise;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;14;noise;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;15;noise;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;16;noise;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;17;noise;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;18;noise;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;19;noise;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;20;noise;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;21;noise;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;22;noise;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;23;noise;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;24;noise;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;25;noise;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;26;noise;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;27;noise;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;28;noise;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;29;noise;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;30;noise;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;31;noise;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;32;noise;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;33;noise;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;34;noise;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;35;noise;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;36;noise;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;37;noise;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;38;noise;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;39;noise;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;40;noise;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;41;noise;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;42;noise;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;43;noise;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;44;noise;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;45;noise;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;46;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;47;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;48;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;49;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;50;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;51;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;52;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;53;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;54;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;55;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;56;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;57;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;58;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;59;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;60;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;61;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;62;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;63;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;64;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;65;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;66;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;67;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;68;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;69;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;70;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;71;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;72;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;73;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;74;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;75;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;76;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;77;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;78;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;79;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;80;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;81;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;82;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;83;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;84;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;85;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;86;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;87;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;88;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;89;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;90;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;91;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;92;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;93;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;94;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;95;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;96;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;97;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;98;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;99;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;100;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;101;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;102;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;103;NA;
